#SampleID	Well_ID	Sequencing_PlateNumber	Sample_Name	PalmID	ESPECIE	ESTADIO	SEXO	PROCEDENCIA	HABITAT	Region	DATE	Type of Molecular Analysis	Notes	sex	Dissections	Date of dissections	Date of Gut DNA extractions	Gut DNA 260_280 score	NUMBER	Gut DNA Concentration ng/µL	Date of Salivary DNA extractions	TypeBM	HumanBM	NumberBM	1stBM	2ndBM	3rdBM	4thBM	5thBM	16S Sequencing	PCR_RESULTS_121_122	PCR_RESULTS_duplex_Tcruzi	PCR_RESULTS_duplex_Trangeli	SingleInf_Tcruzi	SingleInf_Trangeli	Coinfection	Infection	PCR_To_Redo	Duplex PCR date	121_122 PCR date
B9.P4	B9	Plate-4	Lab08	Lab08	R. pallescens	N5		Univ. de Panama	Lab		9/15/2017		"Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands"		Guts and Salivary Glands	3/2/2018	5/30/2018		Lab08			Mammal	Yes		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Cetartiodactyla;Bovidae;Bos;taurus		Yes	NA	NA	NA	NA	NA		NA			
B10.P4	B10	Plate-4	Lab09	Lab09	R. pallescens	N5		Univ. de Panama	Lab		9/15/2017		"Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands"		Guts and Salivary Glands	3/2/2018	5/30/2018		Lab09			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Other			Yes	NA	NA	NA	NA	NA		NA			
B11.P4	B11	Plate-4	Lab10	Lab10	R. pallescens	N5		Univ. de Panama	Lab		9/15/2017		"Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands"		Guts and Salivary Glands	3/2/2018	5/31/2018		Lab10			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
B12.P4	B12	Plate-4	Lab11	Lab11	R. pallescens	N4		Univ. de Panama	Lab		9/15/2017		Nina; salivary glands not for microbiome		Guts and Salivary Glands	3/20/2018	5/31/2018		Lab11			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	NA	NA	NA	NA	NA		NA			
C1.P4	C1	Plate-4	Lab12	Lab12	R. pallescens	N4		Univ. de Panama	Lab		9/15/2017		Nina; salivary glands not for microbiome		Guts and Salivary Glands	3/20/2018	5/31/2018		Lab12			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	NA	NA	NA	NA	NA		NA			
C2.P4	C2	Plate-4	Lab13	Lab13	R. pallescens	N4		Univ. de Panama	Lab		9/15/2017		Nina; salivary glands not for microbiome		Guts and Salivary Glands	3/20/2018	5/31/2018		Lab13			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	NA	NA	NA	NA	NA		NA			
C3.P4	C3	Plate-4	Lab14	Lab14	R. pallescens	N4		Univ. de Panama	Lab		9/15/2017		Nina; salivary glands not for microbiome		Guts and Salivary Glands	3/20/2018	6/4/2018		Lab14			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	NA	NA	NA	NA	NA		NA			
C4.P4	C4	Plate-4	Lab15	Lab15	R. pallescens	N4		Univ. de Panama	Lab		9/15/2017		Nina; salivary glands not for microbiome		Guts and Salivary Glands	3/20/2018	6/4/2018		Lab15			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
C5.P4	C5	Plate-4	Lab16	Lab16	R. pallescens	N4		Univ. de Panama	Lab		9/15/2017		Nina; salivary glands not for microbiome		Guts and Salivary Glands	3/20/2018	6/4/2018		Lab16			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
C6.P4	C6	Plate-4	Lab17	Lab17	R. pallescens	Adult	Female	Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue; eggs collected in EtOH"	female	Guts and salivary glands	5/28/2018	6/4/2018		Lab17			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
C7.P4	C7	Plate-4	Lab18	Lab18	R. pallescens	Adult	Female	Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue"	female	Guts and salivary glands	5/28/2018	6/4/2018		Lab18			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
C8.P4	C8	Plate-4	Lab19	Lab19	R. pallescens	Adult	Female	Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue; eggs collected in EtOH"	female	Guts and salivary glands	5/28/2018	6/4/2018		Lab19			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
C9.P4	C9	Plate-4	Lab20	Lab20	R. pallescens	Adult	Female	Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue; eggs collected in EtOH"	Female	Guts and salivary glands	5/28/2018	6/4/2018		Lab20			Mammal	Yes		Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Cetartiodactyla;Bovidae;Bos;taurus		Yes	NA	NA	NA	NA	NA		NA			
C10.P4	C10	Plate-4	Lab21	Lab21	R. pallescens	Adult	Female	Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue; eggs collected in EtOH"	female	Guts and salivary glands	5/28/2018	6/4/2018		Lab21			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	NA	NA	NA	NA	NA		NA			
C11.P4	C11	Plate-4	Lab22	Lab22	R. pallescens	N3		Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue"		Guts and salivary glands	5/28/2018	6/4/2018		Lab22			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
C12.P4	C12	Plate-4	Lab23	Lab23	R. pallescens	N3		Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue"		Guts and salivary glands	5/28/2018			Lab23			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
D1.P4	D1	Plate-4	Lab24	Lab24	R. pallescens	N3		Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue"		Guts and salivary glands	5/28/2018			Lab24			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	NA	NA	NA	NA	NA		NA			
D2.P4	D2	Plate-4	Lab25	Lab25	R. pallescens	N3		Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue"		Guts and salivary glands	5/28/2018			Lab25			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
D3.P4	D3	Plate-4	Lab26	Lab26	R. pallescens	N3		Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue"		Guts and salivary glands	5/28/2018			Lab26			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
D4.P4	D4	Plate-4	Lab28	Lab28	R. pallescens	N2		Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue"		Guts and Salivary Glands	5/27/2018			Lab28			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
D5.P4	D5	Plate-4	Lab29	Lab29	R. pallescens	N2		Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue"		Guts and Salivary Glands	5/27/2018			Lab29			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
D6.P4	D6	Plate-4	Lab30	Lab30	R. pallescens	N2		Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue"		Guts and Salivary Glands	5/27/2018			Lab30			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
D7.P4	D7	Plate-4	Lab31	Lab31	R. pallescens	N2		Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue"		Guts and Salivary Glands	5/27/2018			Lab31			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
D8.P4	D8	Plate-4	Lab32	Lab32	R. pallescens	N2		Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue"		Guts and Salivary Glands	5/27/2018			Lab32			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
D9.P4	D9	Plate-4	Lab36	Lab36	R. pallescens	N1		Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue"		Guts and Salivary Glands	5/27/2018			Lab36			Mammal	Yes		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis		Yes	NA	NA	NA	NA	NA		NA			
D10.P4	D10	Plate-4	Lab37	Lab37	R. pallescens	N1		Univ. de Panama	Lab		9/15/2017		"Kaylee; guts, salivary tissue, tools flamed before guts and salivary tissue"		Guts and Salivary Glands	5/27/2018			Lab37			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	NA	NA	NA	NA	NA		NA			
D11.P4	D11	Plate-4	Lab40	Lab40	R. pallescens	N1		Univ. de Panama	Lab		9/15/2017		"Kaylee; guts, salivary tissue, tools flamed before guts and salivary tissue"		Guts and Salivary Glands	5/27/2018			Lab40			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
D12.P4	D12	Plate-4	Lab41	Lab41	R. pallescens	N1		Univ. de Panama	Lab		9/15/2017		"Kaylee; guts, salivary tissue, tools flamed before guts and salivary tissue"		Guts and Salivary Glands	5/27/2018			Lab41			Mammal	Yes		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Rodentia;Heteromyidae;Heteromys;australis			Yes	NA	NA	NA	NA	NA		NA			
E1.P4	E1	Plate-4	Lab42	Lab42	R. pallescens	N1		Univ. de Panama	Lab		9/15/2017		"Kaylee; engorged, guts, salivary tissue, tools flamed before guts and salivary tissue"		Guts and Salivary Glands	5/27/2018			Lab42			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
F6.P5	F6	Plate-5	Neg	Neg															Neg			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
F7.P5	F7	Plate-5	Neg	Neg															Neg			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
F8.P5	F8	Plate-5	Neg	Neg															Neg			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
F9.P5	F9	Plate-5	Neg	Neg															Neg			Mammal	Yes		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Didelphimorpha;Didelphidae;Metachirus;nudicaudatus		Yes	NA	NA	NA	NA	NA		NA			
F10.P5	F10	Plate-5	Neg	Neg															Neg			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
F11.P5	F11	Plate-5	Neg	Neg															Neg			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
F12.P5	F12	Plate-5	Neg	Neg															Neg			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
G1.P5	G1	Plate-5	Neg	Neg															Neg			Mammal_Bird	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Aves;Passeriformes;Cardinalidae;Piranga;rubra				Yes	NA	NA	NA	NA	NA		NA			
G2.P5	G2	Plate-5	Neg	Neg															Neg			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
G3.P5	G3	Plate-5	Neg	Neg															Neg			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
G4.P5	G4	Plate-5	Neg	Neg															Neg			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
G5.P5	G5	Plate-5	Neg	Neg															Neg			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
G6.P5	G6	Plate-5	Neg	Neg															Neg			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
G7.P5	G7	Plate-5	Neg	Neg															Neg			Mammal	No	Five	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
Unassigned.P1					13																		134											69						
Unassigned.P2																							217											278						
Unassigned.P3																																								
Unassigned.P5																																								
